customer_id,order_date,category,product,sku,quantity,order_id
1014915,2026-02-28,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-HHDM-FC-030,,F1014915|1
1015646,2024-12-04,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-DM-NR-030,,F1015646|1
1016338,2025-06-01,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1016338|1
1016681,2024-04-29,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1016681|1
1017715,2024-04-26,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1017715|1
1018960,2025-06-11,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1018960|1
1019531,2025-12-25,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1019531|1
1019531,2026-02-05,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1019531|2
1039189,2025-07-13,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1039189|1
1039548,2024-06-04,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,FC-HDDM-FB-050,,F1039548|1
1039549,2025-04-03,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1039549|1
1040308,2025-01-08,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1040308|1
1040973,2024-07-04,Face Malai,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,FC-HHDM-GAT-030,,F1040973|1
1041147,2025-09-15,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1041147|1
1041662,2026-05-02,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1041662|1
104190,2025-11-18,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F104190|1
104190,2025-11-18,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F104190|2
1042431,2025-08-10,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1042431|1
1042633,2024-10-04,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1042633|1
1044083,2024-01-07,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1044083|1
1044083,2024-02-27,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F1044083|2
1044349,2025-01-21,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1044349|1
1044510,2025-04-15,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1044510|1
1044650,2025-01-14,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1044650|1
1044696,2024-08-05,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1044696|1
1044696,2024-11-20,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1044696|2
1045023,2024-11-15,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-HHDM-FC-030,,F1045023|1
1045023,2024-12-30,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-AC-OV-050,,F1045023|2
1045023,2025-03-15,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,FC-HHDM-FC-050,,F1045023|3
1045023,2025-05-22,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1045023|4
1045023,2025-07-20,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1045023|5
1045023,2025-09-02,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1045023|6
1045085,2025-06-24,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1045085|1
1045180,2026-07-02,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1045180|1
1045275,2024-04-03,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F1045275|1
1045898,2024-06-05,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1045898|1
1045943,2025-01-12,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1045943|1
104602,2024-06-30,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F104602|1
1046166,2024-06-22,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-DM-NR-030,,F1046166|1
1046166,2026-05-04,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-DM-NR-030,,F1046166|2
1046379,2025-02-09,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,FC-HDDM-FB-050,,F1046379|1
1046487,2024-11-11,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1046487|1
1046526,2025-09-29,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-CWDM-TP-030,,F1046526|1
1046526,2025-11-05,Face Malai,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,FC-CWDM-BT-030,,F1046526|2
1046588,2025-06-28,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1046588|1
104671,2024-10-04,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F104671|1
104671,2025-06-13,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-HHDM-FC-030,,F104671|2
1047078,2025-03-10,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1047078|1
1047086,2024-01-29,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1047086|1
1047106,2025-03-05,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1047106|1
1048941,2024-09-18,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1048941|1
1048941,2024-11-30,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1048941|2
1049152,2024-09-01,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,FC-HHDM-FC-050,,F1049152|1
1049567,2025-10-16,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,FC-HHDM-FC-050,,F1049567|1
1049567,2026-05-19,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1049567|2
1049670,2024-11-23,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1049670|1
1050210,2024-12-18,Face Malai,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,FC-CWDM-FW-030,,F1050210|1
1050401,2025-03-21,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1050401|1
1051039,2024-03-03,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F1051039|1
1051043,2024-03-16,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1051043|1
1051155,2024-09-28,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1051155|1
1051187,2024-11-13,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1051187|1
1051187,2024-11-27,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1051187|2
1052255,2025-09-23,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,FC-HDDM-FB-050,,F1052255|1
1052325,2024-03-25,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1052325|1
1052810,2025-04-10,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1052810|1
1052810,2025-11-10,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-PG-050,,F1052810|2
1052810,2026-01-02,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1052810|3
1052861,2024-03-18,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1052861|1
1052865,2025-05-03,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F1052865|1
1052991,2025-01-19,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1052991|1
1053080,2024-01-18,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1053080|1
1053080,2024-04-11,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1053080|2
1053186,2024-05-21,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1053186|1
1053564,2024-11-15,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1053564|1
105358,2024-03-10,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F105358|1
1053873,2024-02-10,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1053873|1
1053920,2024-01-23,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1053920|1
1054082,2026-04-29,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1054082|1
1054264,2024-10-09,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1054264|1
1054468,2024-05-11,Face Malai,Clove Tea-Tree (Anti-Acne) Face Malai,FC-DM-AA-030,,F1054468|1
1054601,2025-11-03,Face Malai,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,FC-CWDM-BT-030,,F1054601|1
1054681,2024-12-23,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1054681|1
1054696,2024-09-01,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-DM-NR-030,,F1054696|1
1054696,2024-09-10,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1054696|2
1054696,2024-09-10,Face Malai,Cocoa Mogra (Overnight) Face Malai - 50g,FC-DM-NR-050,,F1054696|3
1054754,2025-09-07,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,FC-HDDM-FB-050,,F1054754|1
1054968,2025-03-03,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1054968|1
1055073,2025-01-07,Active Gel,Active Olive Vit-E Night Gel,FC-AC-OV-050,,F1055073|1
1055442,2024-10-02,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1055442|1
1056066,2025-04-02,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1056066|1
1056081,2024-11-28,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1056081|1
105658,2025-10-08,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F105658|1
1056889,2024-12-13,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1056889|1
1056947,2024-01-28,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1056947|1
1057520,2024-07-07,Active Gel,Active Aloe Cactus Hydra Lift Gel,FC-AC-AC-050,,F1057520|1
1057886,2025-01-10,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1057886|1
1059658,2025-09-09,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1059658|1
1059995,2024-09-24,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1059995|1
1059995,2025-05-08,Face Malai,Clove Tea-Tree (Anti-Acne) Face Malai,FC-DM-AA-030,,F1059995|2
1060232,2026-07-04,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1060232|1
106037,2024-11-11,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F106037|1
1061270,2024-02-02,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1061270|1
106130,2024-03-17,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F106130|1
106130,2024-11-20,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F106130|2
106130,2025-01-11,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F106130|3
106130,2025-04-28,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F106130|4
1061506,2025-02-02,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1061506|1
1061579,2024-12-11,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,FC-HHDM-FC-050,,F1061579|1
1061620,2025-03-03,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1061620|1
1062728,2024-05-28,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1062728|1
1062728,2024-07-03,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,FC-HDDM-FB-050,,F1062728|2
1062728,2025-12-27,Face Malai,Clove Tea-Tree (Anti-Acne) Face Malai,FC-DM-AA-030,,F1062728|3
1062728,2026-04-24,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F1062728|4
1062950,2025-03-09,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,FC-HDDM-TR-050,,F1062950|1
1062950,2025-03-17,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,FC-HDDM-TR-050,,F1062950|2
1062950,2025-05-17,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,FC-HDDM-TR-050,,F1062950|3
1063126,2024-04-04,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1063126|1
1063269,2024-03-07,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1063269|1
1063377,2024-12-24,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1063377|1
1063795,2024-09-16,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F1063795|1
1064480,2024-02-01,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1064480|1
1064661,2024-03-20,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1064661|1
106499,2024-01-06,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F106499|1
1065024,2024-08-28,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1065024|1
1065215,2024-07-29,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-HHDM-FC-030,,F1065215|1
1065500,2024-07-01,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1065500|1
1065614,2024-06-22,Face Malai,Cocoa Mogra (Overnight) Face Malai - 50g,FC-DM-NR-050,,F1065614|1
1065641,2025-02-09,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F1065641|1
106609,2025-10-28,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F106609|1
1066496,2024-09-22,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1066496|1
1066496,2024-10-27,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-AC-BT-050,,F1066496|2
1066496,2024-10-29,Face Malai,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,FC-HHDM-GAT-030,,F1066496|3
1066501,2024-10-30,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1066501|1
106715,2024-05-23,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F106715|1
1067588,2025-07-12,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1067588|1
1067874,2025-01-05,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1067874|1
1067874,2025-04-04,Active Gel,Active Aloe Cactus Hydra Lift Gel,FC-AC-AC-050,,F1067874|2
1067874,2025-10-20,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1067874|3
1069051,2024-05-26,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1069051|1
1069092,2024-01-19,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1069092|1
1069244,2024-10-07,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1069244|1
1069853,2024-01-25,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1069853|1
106993,2024-01-06,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F106993|1
1070484,2024-10-06,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,FC-DM-PG-050,,F1070484|1
1070484,2024-11-29,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1070484|2
107088,2024-06-01,Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,FC-DM-NR-030,,F107088|1
1072001,2025-04-01,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1072001|1
1072001,2025-07-06,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1072001|2
1072050,2025-08-11,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1072050|1
1072402,2024-04-13,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,FC-HHDM-FC-030,,F1072402|1
1072649,2024-03-02,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1072649|1
107268,2025-01-12,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F107268|1
107268,2025-02-09,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F107268|2
107268,2025-02-16,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F107268|3
107289,2026-05-16,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F107289|1
107313,2025-05-06,Active Gel,Active Neem TeaTree Gel,FC-AC-NT-050,,F107313|1
1073736,2026-07-03,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1073736|1
1073814,2024-07-21,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1073814|1
1074627,2025-05-04,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1074627|1
1075057,2025-09-16,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1075057|1
1076695,2025-06-27,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,FC-HHDM-FC-050,,F1076695|1
1076695,2025-08-09,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1076695|2
1076716,2025-07-14,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1076716|1
1076716,2025-10-09,Face Malai,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,FC-HDDM-FB-030,,F1076716|2
1076716,2026-04-04,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1076716|3
1076746,2024-07-07,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1076746|1
1077307,2024-12-01,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1077307|1
1077463,2024-03-15,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1077463|1
1077603,2024-07-06,Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,FC-HHDM-TV-030,,F1077603|1
1077603,2024-07-08,Face Malai,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,FC-CWDM-TP-030,,F1077603|2
1078095,2025-03-04,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-OK-050,,F1078095|1
1078282,2024-04-08,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1078282|1
1078513,2024-03-27,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1078513|1
1078765,2024-07-05,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1078765|1
107924,2025-06-29,Active Gel,Active Beetroot Tomato Vit-A Gel,FC-AC-BT-050,,F107924|1
1079287,2024-12-01,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1079287|1
1079367,2026-06-16,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1079367|1
1079548,2025-09-04,Aloe Vera Gel,Aloe Vera Gel - 80 gms,FC-HG-PA-080,,F1079548|1
1080652,2025-11-06,Face Malai,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,FC-HDDM-TR-030,,F1080652|1
1081048,2024-07-29,Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,FC-DM-DP-030,,F1081048|1
1081432,2025-10-11,Active Gel,Active Orange Kiwi Vit-C Gel,FC-AC-NT-050,,F1081432|1
1081557,2024-04-22,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F1081557|1
108178,2024-01-08,Aloe Vera Gel,Aloe Vera Gel - 40 gms,FC-HG-PA-040,,F108178|1
1081834,2025-07-12,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1081834|1
1081834,2025-10-24,Face Malai,Flax Walnut (Cold) 35+ Face Malai,FC-CWDM-FW-030,,F1081834|2
1081884,2024-08-28,Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,FC-DM-PG-030,,F1081884|1
