order_date,sku,order_source,short_code,product_category,orders,customers,qty,rev
"Jul 25, 2026",FC-DM-NR-030,First Cry,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,209.5
"Jul 25, 2026",EC-UE-FNC-020,Nykaa,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,14,14,14,3763.22
"Jul 25, 2026",FC-CWDM-FW-030,Nykaa,Flax Walnut (Cold) 35+ Face Malai,Face Malai,2,2,2,512.89
"Jul 25, 2026",FC-AC-NT-050,Nykaa,Active Neem TeaTree Gel,Active Gel,2,2,2,635.7
"Jul 25, 2026",FC-HHDM-FC-050,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,6,6,12,2151.67
"Jul 25, 2026",FC-DM-PG-030,Amazon,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,16,16,17,5694.15
"Jul 25, 2026",FC-DM-AA-030,Nykaa,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,3,3,4,1083
"Jul 25, 2026",FC-CWDM-FW-030,D2C,Flax Walnut (Cold) 35+ Face Malai,Face Malai,3,3,3,1003.87
"Jul 25, 2026",FC-HDDM-FB-050,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,5,5,10,1670.1
"Jul 25, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,8,8,8,2262
"Jul 25, 2026",FC-HDDM-TR-030,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,3,3,3,885.5
"Jul 25, 2026",FC-CWDM-FW-030,Flipkart,Flax Walnut (Cold) 35+ Face Malai,Face Malai,1,1,1,266
"Jul 25, 2026",FC-HHDM-GAT-030,Nykaa,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,256.5
"Jul 25, 2026",EC-UE-PN-009,Cred,Netraa - Under Eye Roll On Serum,Pure Netraa,2,2,2,418
"Jul 25, 2026",FC-DM-PG-030,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,17,17,17,4772.41
"Jul 25, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,6,6,7,2046.9
"Jul 25, 2026",FC-HDDM-TR-030,Nykaa,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,5,5,5,1241.71
"Jul 25, 2026",BA-FM-MNO-075,Flipkart,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,1,227
"Jul 25, 2026",FC-AC-OK-050,D2C,Active Orange Kiwi Vit-C Gel,Active Gel,33,33,36,10294.78
"Jul 25, 2026",FC-HDDM-TR-030,Amazon,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,5,5,5,1575
"Jul 25, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,2,2,2,364
"Jul 25, 2026",FC-DM-PG-030,Nykaa,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,13,13,13,3569.79
"Jul 25, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,4,4,4,1247.05
"Jul 25, 2026",FC-DM-NR-030,Cred,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,174.5
"Jul 25, 2026",FC-HDDM-FB-030,Cred,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,1,1,1,217
"Jul 25, 2026",FC-AC-OK-050,Nykaa,Active Orange Kiwi Vit-C Gel,Active Gel,5,5,5,1636.6
"Jul 25, 2026",FC-AC-NT-050,Myntra,Active Neem TeaTree Gel,Active Gel,1,1,1,382
"Jul 25, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,5,5,5,1569.8
"Jul 25, 2026",FC-AC-OV-050,First Cry,Active Olive Vit-E Night Gel,Active Gel,1,1,1,235.5
"Jul 25, 2026",FC-AC-BT-050,Nykaa,Active Beetroot Tomato Vit-A Gel,Active Gel,2,2,2,652
"Jul 25, 2026",FC-CWDM-BT-030,D2C,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,280.33
"Jul 25, 2026",EC-UE-PN-009,D2C,Netraa - Under Eye Roll On Serum,Pure Netraa,23,23,25,5446.27
"Jul 25, 2026",FC-AC-BT-050,D2C,Active Beetroot Tomato Vit-A Gel,Active Gel,3,3,3,1007.5
"Jul 25, 2026",FC-CWDM-FW-030,Amazon,Flax Walnut (Cold) 35+ Face Malai,Face Malai,5,5,5,1695.75
"Jul 25, 2026",FC-AC-NT-050,Flipkart,Active Neem TeaTree Gel,Active Gel,2,2,2,562
"Jul 25, 2026",FC-DM-PG-030,Cred,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,2,2,2,373.5
"Jul 25, 2026",FC-HDDM-PT-030,Nykaa,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,270
"Jul 25, 2026",FC-HDDM-FB-030,First Cry,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,1,1,1,312.91
"Jul 25, 2026",BA-FM-MNO-075,D2C,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,11,11,11,2792.61
"Jul 25, 2026",FC-HHDM-FC-030,First Cry,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,150.8
"Jul 25, 2026",FC-HHDM-TV-030,Nykaa,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,8,8,8,1999.5
"Jul 25, 2026",FC-AC-AC-050,D2C,Active Aloe Cactus Hydra Lift Gel,Active Gel,7,7,11,3926
"Jul 25, 2026",FC-HHDM-FC-030,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,7,7,7,1901.24
"Jul 25, 2026",FC-AC-NT-050,D2C,Active Neem TeaTree Gel,Active Gel,19,19,21,6782.35
"Jul 25, 2026",FC-DM-PG-030,Myntra,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,3,3,3,928
"Jul 25, 2026",FC-AC-AC-050,Nykaa,Active Aloe Cactus Hydra Lift Gel,Active Gel,2,2,2,682.1
"Jul 25, 2026",FC-HDDM-PT-050,Myntra,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai - 50g,Face Malai,1,1,1,375
"Jul 25, 2026",FC-DM-NR-030,Nykaa,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,7,7,7,1882.42
"Jul 25, 2026",FC-AC-AC-050,First Cry,Active Aloe Cactus Hydra Lift Gel,Active Gel,1,1,1,253
"Jul 25, 2026",EC-UE-FNC-020,Flipkart,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,228.5
"Jul 25, 2026",FC-HDDM-FB-030,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,4,4,4,1231.83
"Jul 25, 2026",FC-HHDM-TV-030,Cred,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,217
"Jul 25, 2026",FC-DM-NR-030,Amazon,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,9,9,9,3014.55
"Jul 25, 2026",FC-AC-OV-050,Cred,Active Olive Vit-E Night Gel,Active Gel,1,1,1,339
"Jul 25, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,6,5,12,2960
"Jul 25, 2026",EC-UE-FNC-020,D2C,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,11,11,11,2727.51
"Jul 25, 2026",BC-BL-PM-250,Flipkart,Peach Milk Malai Lotion - 250ml,Face Malai,2,2,2,349.5
"Jul 25, 2026",FC-DM-PG-050,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g ,Face Malai,15,15,32,5515.35
"Jul 25, 2026",FC-HHDM-TV-030,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,232.2
"Jul 25, 2026",FC-HDDM-PT-030,D2C,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,322
"Jul 25, 2026",BA-FM-MNO-075,Amazon,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,1,1,1,300.3
"Jul 25, 2026",FC-DM-NR-050,Flipkart,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,1,1,2,348.5
"Jul 25, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,7,7,22,3920.02
"Jul 25, 2026",FC-HHDM-FC-050,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,2,2,4,690.5
"Jul 25, 2026",FC-AC-OK-050,Cred,Active Orange Kiwi Vit-C Gel,Active Gel,29,27,29,3914.14
"Jul 25, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,3,3,3,702
"Jul 26, 2026",FC-AC-OK-050,D2C,Active Orange Kiwi Vit-C Gel,Active Gel,30,30,33,9533.99
"Jul 26, 2026",EC-UE-FNC-020,Nykaa,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,7,7,7,1883.75
"Jul 26, 2026",FC-CWDM-TP-030,D2C,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,3,3,3,689.77
"Jul 26, 2026",EC-UE-PN-009,Flipkart,Netraa - Under Eye Roll On Serum,Pure Netraa,3,3,3,629.58
"Jul 26, 2026",FC-AC-OK-050,Myntra,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,311
"Jul 26, 2026",FC-DM-NR-030,D2C,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,20,19,21,6238.71
"Jul 26, 2026",BC-BL-PM-250,Flipkart Fulfilled,Peach Milk Malai Lotion - 250ml,Face Malai,5,5,5,1053
"Jul 26, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,27,27,27,7061.34
"Jul 26, 2026",BA-FM-MNO-075,First Cry,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,8,8,8,2120.4
"Jul 26, 2026",FC-DM-PG-050,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g ,Face Malai,21,21,46,7132.25
"Jul 26, 2026",FC-DM-NR-030,Cred,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,174.5
"Jul 26, 2026",FC-AC-OK-050,Meesho,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,400
"Jul 26, 2026",FC-DM-PG-030,Flipkart,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,29,29,29,3002.59
"Jul 26, 2026",FC-AC-NT-050,D2C,Active Neem TeaTree Gel,Active Gel,7,7,7,2159.48
"Jul 26, 2026",FC-HHDM-FC-030,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,12,12,13,3758.85
"Jul 26, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,322.04
"Jul 26, 2026",FC-DM-AA-030,D2C,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,11,11,11,3278.34
"Jul 26, 2026",FC-DM-PG-030,Nykaa,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,18,18,18,4894.71
"Jul 26, 2026",FC-CWDM-FW-030,Amazon,Flax Walnut (Cold) 35+ Face Malai,Face Malai,6,6,6,2034.9
"Jul 26, 2026",FC-AC-OV-050,Nykaa,Active Olive Vit-E Night Gel,Active Gel,3,3,4,1285.9
"Jul 26, 2026",FC-AC-OK-050,Cred,Active Orange Kiwi Vit-C Gel,Active Gel,28,28,28,3778.88
"Jul 26, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,3,3,3,602.67
"Jul 26, 2026",FC-DM-DP-030,Nykaa,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,2,2,2,509.2
"Jul 26, 2026",FC-DM-NR-030,Amazon,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,5,5,5,1674.75
"Jul 26, 2026",FC-HHDM-GAT-050,Myntra,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai - -50g,Face Malai,1,1,1,375
"Jul 26, 2026",FC-HDDM-FB-030,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,5,5,5,1347.58
"Jul 26, 2026",FC-DM-PG-030,Amazon,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,22,22,23,7703.85
"Jul 26, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,8,8,13,3372.5
"Jul 26, 2026",FC-HHDM-GAT-030,Nykaa,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,5,5,5,1309.5
"Jul 26, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,3,3,3,834
"Jul 26, 2026",FC-DM-PG-030,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,21,21,21,5964.3
"Jul 26, 2026",FC-AC-OV-050,Myntra,Active Olive Vit-E Night Gel,Active Gel,1,1,1,351
"Jul 26, 2026",FC-DM-NR-030,Myntra,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,332
"Jul 26, 2026",FC-HHDM-FC-030,Myntra,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,348
"Jul 26, 2026",EC-UE-PN-009,Myntra,Netraa - Under Eye Roll On Serum,Pure Netraa,2,2,2,624
"Jul 26, 2026",FC-HHDM-FC-050,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,3,3,6,1037
"Jul 26, 2026",FC-DM-PG-030,Flipkart Fulfilled,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,2,2,2,464
"Jul 26, 2026",FC-AC-OV-050,D2C,Active Olive Vit-E Night Gel,Active Gel,15,15,15,4175.85
"Jul 26, 2026",FC-AC-AC-050,Myntra,Active Aloe Cactus Hydra Lift Gel,Active Gel,1,1,1,419
"Jul 26, 2026",FC-CWDM-FW-030,Nykaa,Flax Walnut (Cold) 35+ Face Malai,Face Malai,2,2,2,517.98
"Jul 26, 2026",FC-AC-AC-050,D2C,Active Aloe Cactus Hydra Lift Gel,Active Gel,2,2,2,506
"Jul 26, 2026",FC-DM-NR-030,First Cry,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,188.55
"Jul 26, 2026",FC-CWDM-TP-030,Nykaa,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,258
"Jul 26, 2026",FC-DM-DP-030,First Cry,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,2,2,2,374.3
"Jul 26, 2026",FC-HHDM-TV-050,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,1,327
"Jul 26, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,4,4,4,1042.36
"Jul 26, 2026",FC-AC-OK-050,Amazon,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,376.95
"Jul 26, 2026",FC-HDDM-TR-030,Nykaa,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,4,4,4,1006.2
"Jul 26, 2026",FC-HHDM-FC-050,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,7,7,14,2117.73
"Jul 26, 2026",FC-DM-AA-030,Nykaa,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,3,3,4,1083
"Jul 26, 2026",FC-HDDM-FB-050,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,5,5,10,1336
"Jul 26, 2026",FC-CWDM-FW-030,D2C,Flax Walnut (Cold) 35+ Face Malai,Face Malai,5,5,5,1371.96
"Jul 26, 2026",FC-DM-PG-030,Myntra,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,5,5,5,1461
"Jul 26, 2026",FC-AC-OK-050,Nykaa,Active Orange Kiwi Vit-C Gel,Active Gel,7,7,7,2271.05
"Jul 26, 2026",FC-DM-NR-030,Flipkart,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,1,1,1,262
"Jul 26, 2026",FC-HDDM-PT-030,D2C,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,2,2,2,512
"Jul 26, 2026",FC-DM-NR-030,Nykaa,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,11,11,11,2921.14
"Jul 26, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,9,9,18,2734.43
"Jul 26, 2026",FC-DM-NR-050,Flipkart,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,1,1,2,334.5
"Jul 26, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,15,15,15,4193.26
"Jul 26, 2026",EC-UE-FNC-020,Flipkart Fulfilled,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,382
"Jul 26, 2026",FC-HHDM-FC-030,Nykaa,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,2,2,2,509.2
"Jul 26, 2026",EC-UE-PN-009,D2C,Netraa - Under Eye Roll On Serum,Pure Netraa,30,30,34,7263.34
"Jul 26, 2026",EC-UE-FNC-020,D2C,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,13,13,13,3382.95
"Jul 26, 2026",BC-BL-PM-250,Flipkart,Peach Milk Malai Lotion - 250ml,Face Malai,2,2,2,363
"Jul 26, 2026",FC-HHDM-TV-030,Flipkart Fulfilled,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,212
"Jul 26, 2026",FC-HDDM-TR-050,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,Face Malai,6,6,12,1488.35
"Jul 26, 2026",FC-HDDM-FB-030,First Cry,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,1,1,1,150.8
"Jul 26, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,4,4,5,1271.2
"Jul 26, 2026",FC-HHDM-GAT-030,First Cry,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,190
"Jul 26, 2026",FC-HDDM-FB-030,Nykaa,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,2,2,2,507.23
"Jul 26, 2026",FC-HHDM-TV-030,Nykaa,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,3,3,3,754.38
"Jul 26, 2026",FC-AC-BT-050,D2C,Active Beetroot Tomato Vit-A Gel,Active Gel,3,3,4,918
"Jul 26, 2026",EC-UE-FNC-020,Myntra,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,2,2,2,584
"Jul 26, 2026",FC-DM-PG-030,Cred,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,2,2,2,391.5
"Jul 26, 2026",FC-AC-NT-050,Myntra,Active Neem TeaTree Gel,Active Gel,1,1,1,303
"Jul 26, 2026",BA-FM-MNO-075,D2C,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,24,24,26,5897.12
"Jul 26, 2026",FC-HDDM-TR-030,Amazon,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,4,4,4,1260
"Jul 26, 2026",FC-HDDM-FB-050,Flipkart,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,1,1,2,341
"Jul 26, 2026",FC-AC-BT-050,Nykaa,Active Beetroot Tomato Vit-A Gel,Active Gel,4,4,4,1252.24
"Jul 27, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,16,16,18,4704.8
"Jul 27, 2026",FC-HHDM-TV-050,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,7,7,7,2469.5
"Jul 27, 2026",FC-HHDM-TV-050,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,1,1,1,327
"Jul 27, 2026",FC-DM-DP-030,D2C,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,306.25
"Jul 27, 2026",FC-DM-NR-050,D2C,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,4,4,8,1664.75
"Jul 27, 2026",FC-HDDM-FB-030,Nykaa,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,2,2,2,509.2
"Jul 27, 2026",EC-UE-FNC-020,Nykaa,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,6,6,6,1630.09
"Jul 27, 2026",FC-HDDM-TR-030,Myntra,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Face Malai,1,1,1,328
"Jul 27, 2026",FC-HDDM-TR-050,D2C,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,Face Malai,3,3,6,941.75
"Jul 27, 2026",FC-HHDM-FC-030,Nykaa,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,3,3,3,777.2
"Jul 27, 2026",FC-AC-NT-050,D2C,Active Neem TeaTree Gel,Active Gel,7,7,8,2546.41
"Jul 27, 2026",FC-DM-AA-030,Nykaa,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,2,2,3,812.25
"Jul 27, 2026",FC-DM-DP-030,Nykaa,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Face Malai,1,1,1,254.6
"Jul 27, 2026",FC-DM-NR-030,Nykaa,Cocoa Mogra (Overnight) Face Malai - 30g,Face Malai,4,4,4,1069.09
"Jul 27, 2026",FC-HHDM-FC-030,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,1,1,1,253.5
"Jul 27, 2026",FC-AC-BT-050,Nykaa,Active Beetroot Tomato Vit-A Gel,Active Gel,1,1,1,309.7
"Jul 27, 2026",FC-HHDM-TV-030,Flipkart Fulfilled,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,212
"Jul 27, 2026",FC-HHDM-FC-030,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,5,5,5,1512.16
"Jul 27, 2026",EC-UE-FNC-020,First Cry,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,2,2,2,368.6
"Jul 27, 2026",FC-DM-AA-030,Myntra,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,1,1,1,316
"Jul 27, 2026",FC-HHDM-TV-030,D2C,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,3,3,3,776
"Jul 27, 2026",FC-AC-NT-050,Nykaa,Active Neem TeaTree Gel,Active Gel,1,1,1,309.7
"Jul 27, 2026",EC-UE-FNC-020,Myntra,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,2,2,2,646
"Jul 27, 2026",FC-AC-OK-050,D2C,Active Orange Kiwi Vit-C Gel,Active Gel,15,15,16,5516.51
"Jul 27, 2026",FC-HHDM-GAT-030,Nykaa,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,1,1,1,256.5
"Jul 27, 2026",FC-DM-AA-030,D2C,Clove Tea-Tree (Anti-Acne) Face Malai,Face Malai,4,4,4,1251.51
"Jul 27, 2026",FC-AC-OK-050,Amazon,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,376.95
"Jul 27, 2026",FC-DM-PG-030,D2C,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Face Malai,12,12,12,3153.39
"Jul 27, 2026",FC-AC-OK-050,Myntra,Active Orange Kiwi Vit-C Gel,Active Gel,1,1,1,391
"Jul 27, 2026",FC-HHDM-FC-050,Flipkart,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Face Malai,1,1,2,341
"Jul 27, 2026",FC-HHDM-TV-030,Myntra,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,1,1,1,328
"Jul 27, 2026",EC-UE-FNC-020,Pop Club,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,1,1,1,219
"Jul 27, 2026",EC-UE-FNC-020,D2C,Netraa Cream - UnderEye Vit-E Cream,Pure Netraa,12,12,12,3260.72
"Jul 27, 2026",BC-BL-PM-250,Flipkart,Peach Milk Malai Lotion - 250ml,Face Malai,3,3,3,540
"Jul 27, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,5,5,9,2279.5
